Dyad,Round,Player,previous_absent_round,DLIndex,Similarity,Consistency,Joint,Size_visited
261-970,31,261-970PL2,30,0.296875,0.37142857142857144,0.1891891891891892,8,16
261-970,35,261-970PL1,31,0.78125,0.984375,0.30158730158730157,13,63
261-970,35,261-970PL2,31,0.78125,0.21621621621621623,0.07407407407407407,13,13
261-970,36,261-970PL1,35,0.15625,0.14705882352941177,0.1111111111111111,0,7
261-970,36,261-970PL2,35,0.15625,0.10714285714285714,0.14285714285714285,0,3
261-970,37,261-970PL1,36,0.75,1.0,0.109375,16,64
261-970,37,261-970PL2,36,0.75,0.3333333333333333,0.11764705882352941,16,16
261-970,39,261-970PL1,37,0.421875,0.984375,0.984375,36,63
261-970,39,261-970PL2,37,0.421875,0.5625,0.23809523809523808,36,36
261-970,40,261-970PL1,39,0.0,1.0,0.0,0,0
261-970,40,261-970PL2,39,0.0,1.0,0.0,0,0
261-970,45,261-970PL1,40,0.515625,0.6153846153846154,0.0,12,31
261-970,45,261-970PL2,40,0.515625,0.40625,0.0,12,26
261-970,48,261-970PL1,45,1.0,1.0,0.0,0,0
261-970,48,261-970PL2,45,1.0,1.0,0.40625,0,64
261-970,49,261-970PL1,48,0.984375,0.03125,0.0,1,1
261-970,49,261-970PL2,48,0.984375,1.0,1.0,1,64
261-970,50,261-970PL1,49,0.734375,0.47058823529411764,0.0,16,18
261-970,50,261-970PL2,49,0.734375,0.953125,0.953125,16,61
261-970,54,261-970PL1,50,0.125,1.0,0.0,0,0
261-970,54,261-970PL2,50,0.125,0.2857142857142857,0.13114754098360656,0,8
261-970,58,261-970PL1,54,1.0,1.0,1.0,0,0
261-970,58,261-970PL2,54,1.0,1.0,0.125,0,64
269-653,4,269-653PL1,,0.5625,1.0,,28,64
269-653,4,269-653PL2,,0.5625,0.4375,,28,28
269-653,5,269-653PL1,4,0.96875,1.0,1.0,2,64
269-653,5,269-653PL2,4,0.96875,0.05555555555555555,0.07142857142857142,2,2
269-653,9,269-653PL1,5,0.5625,0.9696969696969697,0.515625,5,33
269-653,9,269-653PL2,5,0.5625,0.21621621621621623,0.0,5,13
269-653,10,269-653PL1,9,0.421875,0.39285714285714285,0.2222222222222222,4,11
269-653,10,269-653PL2,9,0.421875,0.375,0.15625,4,24
269-653,11,269-653PL1,10,0.796875,1.0,0.171875,13,64
269-653,11,269-653PL2,10,0.796875,0.21621621621621623,0.12121212121212122,13,13
269-653,12,269-653PL1,11,0.78125,1.0,1.0,14,64
269-653,12,269-653PL2,11,0.78125,0.23529411764705882,0.125,14,14
269-653,17,269-653PL1,12,0.609375,0.7804878048780488,0.640625,10,41
269-653,17,269-653PL2,12,0.609375,0.5333333333333333,0.23076923076923078,10,18
269-653,20,269-653PL1,17,0.28125,0.46875,0.36585365853658536,0,15
269-653,20,269-653PL2,17,0.28125,0.09375,0.10526315789473684,0,3
269-653,25,269-653PL1,20,0.625,1.0,0.234375,24,64
269-653,25,269-653PL2,20,0.625,0.4634146341463415,0.038461538461538464,24,24
269-653,27,269-653PL1,25,0.25,0.3888888888888889,0.21875,0,14
269-653,27,269-653PL2,25,0.25,0.07142857142857142,0.0,0,2
269-653,30,269-653PL1,27,0.65625,1.0,0.21875,22,64
269-653,30,269-653PL2,27,0.65625,0.38095238095238093,0.0,22,22
269-653,32,269-653PL1,30,0.5,0.631578947368421,0.40625,9,26
269-653,32,269-653PL2,30,0.5,0.3953488372093023,0.24324324324324326,9,24
269-653,34,269-653PL1,32,0.546875,1.0,0.40625,29,64
269-653,34,269-653PL2,32,0.546875,0.453125,0.325,29,29
269-653,35,269-653PL1,34,0.65625,1.0,1.0,22,64
269-653,35,269-653PL2,34,0.65625,0.5,0.3076923076923077,22,22
269-653,36,269-653PL1,35,0.125,1.0,0.0,0,0
269-653,36,269-653PL2,35,0.125,0.25,0.15384615384615385,0,8
269-653,39,269-653PL1,36,0.1875,1.0,1.0,0,0
269-653,39,269-653PL2,36,0.1875,0.3333333333333333,0.17647058823529413,0,12
269-653,42,269-653PL1,39,0.71875,1.0,0.0,18,64
269-653,42,269-653PL2,39,0.71875,0.35135135135135137,0.15384615384615385,18,18
269-653,44,269-653PL1,42,0.59375,0.6875,0.6875,12,44
269-653,44,269-653PL2,42,0.59375,0.28125,0.16129032258064516,12,18
269-653,45,269-653PL1,44,0.109375,1.0,0.0,0,0
269-653,45,269-653PL2,44,0.109375,0.11428571428571428,0.13636363636363635,0,7
269-653,46,269-653PL1,45,0.234375,1.0,1.0,0,0
269-653,46,269-653PL2,45,0.234375,0.3055555555555556,0.1,0,15
269-653,50,269-653PL1,46,0.375,0.46153846153846156,0.0,4,21
269-653,50,269-653PL2,46,0.375,0.18181818181818182,0.04,4,11
269-653,53,269-653PL1,50,0.65625,1.0,0.328125,22,64
269-653,53,269-653PL2,50,0.65625,0.38461538461538464,0.17857142857142858,22,22
269-653,55,269-653PL1,53,0.765625,1.0,1.0,15,64
269-653,55,269-653PL2,53,0.765625,0.3870967741935484,0.23333333333333334,15,15
269-653,56,269-653PL1,55,0.578125,0.78125,0.78125,16,50
269-653,56,269-653PL2,55,0.578125,0.38235294117647056,0.21428571428571427,16,19
269-653,58,269-653PL1,56,0.625,0.6875,0.6206896551724138,10,44
269-653,58,269-653PL2,56,0.625,0.25,0.2962962962962963,10,16
269-653,59,269-653PL1,58,0.625,0.703125,0.5344827586206896,13,45
269-653,59,269-653PL2,58,0.625,0.328125,0.27586206896551724,13,21
269-653,60,269-653PL1,59,0.34375,1.0,0.0,0,0
269-653,60,269-653PL2,59,0.34375,0.34375,0.2647058823529412,0,22
277-491,1,277-491PL1,,0.28125,0.71875,,46,46
277-491,1,277-491PL2,,0.28125,1.0,,46,64
277-491,2,277-491PL1,1,0.53125,0.859375,0.578125,30,55
277-491,2,277-491PL2,1,0.53125,0.6511627906976745,0.609375,30,39
277-491,4,277-491PL1,2,0.53125,0.703125,0.6129032258064516,30,45
277-491,4,277-491PL2,2,0.53125,0.765625,0.660377358490566,30,49
277-491,9,277-491PL1,4,0.921875,0.9411764705882353,0.5192307692307693,5,34
277-491,9,277-491PL2,4,0.921875,0.9142857142857143,0.68,5,35
277-491,12,277-491PL1,9,0.953125,1.0,0.9411764705882353,3,32
277-491,12,277-491PL2,9,0.953125,0.9142857142857143,0.8421052631578947,3,35
277-491,13,277-491PL1,12,0.984375,0.9696969696969697,0.9696969696969697,1,33
277-491,13,277-491PL2,12,0.984375,1.0,0.9142857142857143,1,32
277-491,15,277-491PL1,13,0.984375,1.0,0.9696969696969697,1,32
277-491,15,277-491PL2,13,0.984375,0.9696969696969697,0.9696969696969697,1,33
277-491,17,277-491PL1,15,0.953125,0.9411764705882353,0.9411764705882353,3,34
277-491,17,277-491PL2,15,0.953125,0.9696969696969697,0.9411764705882353,3,33
277-491,18,277-491PL1,17,0.96875,0.9411764705882353,1.0,2,34
277-491,18,277-491PL2,17,0.96875,1.0,0.9696969696969697,2,32
277-491,19,277-491PL1,18,1.0,1.0,0.9411764705882353,0,32
277-491,19,277-491PL2,18,1.0,1.0,1.0,0,32
277-491,21,277-491PL1,19,1.0,1.0,1.0,0,32
277-491,21,277-491PL2,19,1.0,1.0,1.0,0,32
277-491,22,277-491PL1,21,1.0,1.0,1.0,0,32
277-491,22,277-491PL2,21,1.0,1.0,1.0,0,32
277-491,24,277-491PL1,22,1.0,1.0,1.0,0,32
277-491,24,277-491PL2,22,1.0,1.0,1.0,0,32
277-491,27,277-491PL1,24,1.0,1.0,1.0,0,32
277-491,27,277-491PL2,24,1.0,1.0,1.0,0,32
277-491,28,277-491PL1,27,1.0,1.0,1.0,0,32
277-491,28,277-491PL2,27,1.0,1.0,1.0,0,32
277-491,29,277-491PL1,28,1.0,1.0,1.0,0,32
277-491,29,277-491PL2,28,1.0,1.0,1.0,0,32
277-491,31,277-491PL1,29,1.0,1.0,1.0,0,32
277-491,31,277-491PL2,29,1.0,1.0,1.0,0,32
277-491,32,277-491PL1,31,1.0,1.0,1.0,0,32
277-491,32,277-491PL2,31,1.0,1.0,1.0,0,32
277-491,36,277-491PL1,32,0.953125,0.90625,0.90625,0,29
277-491,36,277-491PL2,32,0.953125,1.0,1.0,0,32
277-491,39,277-491PL1,36,1.0,1.0,0.90625,0,32
277-491,39,277-491PL2,36,1.0,1.0,1.0,0,32
277-491,45,277-491PL1,39,1.0,1.0,1.0,0,32
277-491,45,277-491PL2,39,1.0,1.0,1.0,0,32
277-491,49,277-491PL1,45,1.0,1.0,1.0,0,32
277-491,49,277-491PL2,45,1.0,1.0,1.0,0,32
277-491,51,277-491PL1,49,1.0,1.0,1.0,0,32
277-491,51,277-491PL2,49,1.0,1.0,1.0,0,32
277-491,52,277-491PL1,51,1.0,1.0,1.0,0,32
277-491,52,277-491PL2,51,1.0,1.0,1.0,0,32
277-491,53,277-491PL1,52,1.0,1.0,1.0,0,32
277-491,53,277-491PL2,52,1.0,1.0,1.0,0,32
277-491,57,277-491PL1,53,1.0,1.0,1.0,0,32
277-491,57,277-491PL2,53,1.0,1.0,1.0,0,32
277-491,58,277-491PL1,57,0.984375,0.9696969696969697,0.9696969696969697,1,33
277-491,58,277-491PL2,57,0.984375,1.0,1.0,1,32
277-491,59,277-491PL1,58,1.0,1.0,0.9696969696969697,0,32
277-491,59,277-491PL2,58,1.0,1.0,1.0,0,32
277-491,60,277-491PL1,59,1.0,1.0,1.0,0,32
277-491,60,277-491PL2,59,1.0,1.0,1.0,0,32
303-869,1,303-869PL1,,0.609375,0.627906976744186,,15,38
303-869,1,303-869PL2,,0.609375,0.4888888888888889,,15,31
303-869,5,303-869PL1,1,0.90625,1.0,0.59375,6,64
303-869,5,303-869PL2,1,0.90625,0.13333333333333333,0.027777777777777776,6,6
303-869,7,303-869PL1,5,0.921875,1.0,1.0,5,64
303-869,7,303-869PL2,5,0.921875,0.10810810810810811,0.0,5,5
303-869,8,303-869PL1,7,0.75,0.78125,0.78125,5,50
303-869,8,303-869PL2,7,0.75,0.15789473684210525,0.08333333333333333,5,8
303-869,13,303-869PL1,8,0.890625,1.0,0.78125,7,64
303-869,13,303-869PL2,8,0.890625,0.18181818181818182,0.07142857142857142,7,7
303-869,14,303-869PL1,13,0.71875,0.765625,0.765625,13,49
303-869,14,303-869PL2,13,0.71875,0.5128205128205128,0.034482758620689655,13,23
303-869,16,303-869PL1,14,0.59375,0.609375,0.3968253968253968,7,39
303-869,16,303-869PL2,14,0.59375,0.21621621621621623,0.2,7,13
303-869,21,303-869PL1,16,0.921875,1.0,0.609375,5,64
303-869,21,303-869PL2,16,0.921875,0.1388888888888889,0.058823529411764705,5,5
303-869,23,303-869PL1,21,0.875,1.0,1.0,8,64
303-869,23,303-869PL2,21,0.875,0.15789473684210525,0.0,8,8
303-869,28,303-869PL1,23,0.953125,1.0,1.0,3,64
303-869,28,303-869PL2,23,0.953125,0.09375,0.0,3,3
303-869,29,303-869PL1,28,0.9375,1.0,1.0,4,64
303-869,29,303-869PL2,28,0.9375,0.10344827586206896,0.0,4,4
303-869,32,303-869PL1,29,0.9375,1.0,1.0,4,64
303-869,32,303-869PL2,29,0.9375,0.1111111111111111,0.0,4,4
303-869,33,303-869PL1,32,0.921875,0.984375,0.984375,5,63
303-869,33,303-869PL2,32,0.921875,0.11764705882352941,0.0,5,6
303-869,36,303-869PL1,33,0.796875,0.6875,0.6984126984126984,13,44
303-869,36,303-869PL2,33,0.796875,0.8157894736842105,0.11428571428571428,13,33
303-869,37,303-869PL1,36,0.8125,0.515625,0.6382978723404256,8,33
303-869,37,303-869PL2,36,0.8125,0.6136363636363636,0.5813953488372093,8,35
303-869,41,303-869PL1,37,0.84375,0.71875,0.5192307692307693,6,46
303-869,41,303-869PL2,37,0.84375,0.625,0.5277777777777778,6,20
303-869,42,303-869PL1,41,0.796875,0.7222222222222222,0.6521739130434783,9,30
303-869,42,303-869PL2,41,0.796875,0.6511627906976745,0.5128205128205128,9,39
303-869,43,303-869PL1,42,0.8125,0.5263157894736842,0.75,8,26
303-869,43,303-869PL2,42,0.8125,0.6595744680851063,0.7608695652173914,8,42
303-869,46,303-869PL1,43,0.796875,0.5,0.5277777777777778,4,29
303-869,46,303-869PL2,43,0.796875,0.6923076923076923,0.6363636363636364,4,30
303-869,51,303-869PL1,46,0.84375,0.90625,0.45,5,29
303-869,51,303-869PL2,46,0.84375,0.717948717948718,0.5853658536585366,5,35
303-869,53,303-869PL1,51,0.734375,0.6388888888888888,0.696969696969697,7,27
303-869,53,303-869PL2,51,0.734375,0.627906976744186,0.7692307692307693,7,34
303-869,54,303-869PL1,53,0.796875,0.5813953488372093,0.5365853658536586,9,36
303-869,54,303-869PL2,53,0.796875,0.6428571428571429,0.7631578947368421,9,33
303-869,56,303-869PL1,54,0.796875,0.8,0.6341463414634146,7,31
303-869,56,303-869PL2,54,0.796875,0.65,0.717948717948718,7,34
303-869,60,303-869PL1,56,0.78125,0.5789473684210527,0.475,7,28
303-869,60,303-869PL2,56,0.78125,0.5625,0.627906976744186,7,36
313-199,4,313-199PL1,,0.484375,0.984375,,32,63
313-199,4,313-199PL2,,0.484375,1.0,,32,32
313-199,5,313-199PL1,4,0.484375,0.984375,0.96875,32,63
313-199,5,313-199PL2,4,0.484375,1.0,1.0,32,32
313-199,7,313-199PL1,5,0.015625,0.984375,0.96875,63,63
313-199,7,313-199PL2,5,0.015625,1.0,0.5,63,64
313-199,10,313-199PL1,7,0.25,0.24390243902439024,0.23809523809523808,1,15
313-199,10,313-199PL2,7,0.25,0.09375,0.046875,1,3
313-199,14,313-199PL1,10,0.5,0.5,0.175,0,32
313-199,14,313-199PL2,10,0.5,1.0,0.0,0,0
313-199,15,313-199PL1,14,0.59375,0.59375,0.4583333333333333,0,38
313-199,15,313-199PL2,14,0.59375,1.0,1.0,0,0
313-199,16,313-199PL1,15,0.203125,0.8125,0.5,46,52
313-199,16,313-199PL2,15,0.203125,0.828125,0.0,46,53
313-199,17,313-199PL1,16,0.921875,0.9375,0.75,1,60
313-199,17,313-199PL2,16,0.921875,0.03125,0.0,1,1
313-199,20,313-199PL1,17,0.625,0.75,0.7142857142857143,12,48
313-199,20,313-199PL2,17,0.625,0.2682926829268293,0.0625,12,16
313-199,22,313-199PL1,20,0.21875,0.35135135135135137,0.21568627450980393,0,14
313-199,22,313-199PL2,20,0.21875,1.0,0.0,0,0
313-199,25,313-199PL1,22,0.0625,0.125,0.058823529411764705,0,4
313-199,25,313-199PL2,22,0.0625,1.0,1.0,0,0
313-199,26,313-199PL1,25,0.046875,0.09375,0.16666666666666666,0,3
313-199,26,313-199PL2,25,0.046875,1.0,1.0,0,0
313-199,27,313-199PL1,26,0.0,1.0,0.0,0,0
313-199,27,313-199PL2,26,0.0,1.0,1.0,0,0
313-199,29,313-199PL1,27,0.140625,0.24242424242424243,0.0,0,9
313-199,29,313-199PL2,27,0.140625,1.0,1.0,0,0
313-199,31,313-199PL1,29,0.078125,0.12121212121212122,0.0,0,5
313-199,31,313-199PL2,29,0.078125,1.0,1.0,0,0
313-199,32,313-199PL1,31,0.109375,0.19444444444444445,0.09090909090909091,0,7
313-199,32,313-199PL2,31,0.109375,1.0,1.0,0,0
313-199,33,313-199PL1,32,0.046875,0.09375,0.25,0,3
313-199,33,313-199PL2,32,0.046875,1.0,1.0,0,0
313-199,36,313-199PL1,33,0.0,1.0,0.0,0,0
313-199,36,313-199PL2,33,0.0,1.0,1.0,0,0
313-199,41,313-199PL1,36,0.0,1.0,1.0,0,0
313-199,41,313-199PL2,36,0.0,1.0,1.0,0,0
313-199,44,313-199PL1,41,0.0,1.0,1.0,0,0
313-199,44,313-199PL2,41,0.0,1.0,1.0,0,0
313-199,49,313-199PL1,44,0.0,1.0,1.0,0,0
313-199,49,313-199PL2,44,0.0,1.0,1.0,0,0
313-199,54,313-199PL1,49,0.0,1.0,1.0,0,0
313-199,54,313-199PL2,49,0.0,1.0,1.0,0,0
313-199,55,313-199PL1,54,0.0,1.0,1.0,0,0
313-199,55,313-199PL2,54,0.0,1.0,1.0,0,0
313-199,56,313-199PL1,55,0.0,1.0,1.0,0,0
313-199,56,313-199PL2,55,0.0,1.0,1.0,0,0
331-863,2,331-863PL1,,0.109375,1.0,,57,64
331-863,2,331-863PL2,,0.109375,0.890625,,57,57
331-863,3,331-863PL1,2,0.8125,1.0,1.0,12,64
331-863,3,331-863PL2,2,0.8125,0.2571428571428571,0.1896551724137931,12,12
331-863,4,331-863PL1,3,0.90625,1.0,1.0,6,64
331-863,4,331-863PL2,3,0.90625,0.21428571428571427,0.058823529411764705,6,6
331-863,8,331-863PL1,4,0.625,0.671875,0.671875,10,43
331-863,8,331-863PL2,4,0.625,0.48484848484848486,0.045454545454545456,10,17
331-863,11,331-863PL1,8,1.0,1.0,0.671875,0,64
331-863,11,331-863PL2,8,1.0,1.0,0.0,0,0
331-863,12,331-863PL1,11,0.875,0.953125,0.953125,8,61
331-863,12,331-863PL2,11,0.875,0.39285714285714285,0.0,8,11
331-863,13,331-863PL1,12,0.890625,0.8,0.6290322580645161,7,40
331-863,13,331-863PL2,12,0.890625,0.75,0.3125,7,31
331-863,15,331-863PL1,13,0.96875,1.0,0.8,2,32
331-863,15,331-863PL2,13,0.96875,0.9411764705882353,0.7105263157894737,2,34
331-863,16,331-863PL1,15,1.0,1.0,1.0,0,32
331-863,16,331-863PL2,15,1.0,1.0,0.9411764705882353,0,32
331-863,19,331-863PL1,16,1.0,1.0,1.0,0,32
331-863,19,331-863PL2,16,1.0,1.0,1.0,0,32
331-863,20,331-863PL1,19,1.0,1.0,1.0,0,32
331-863,20,331-863PL2,19,1.0,1.0,1.0,0,32
331-863,22,331-863PL1,20,0.984375,0.9696969696969697,0.9696969696969697,1,33
331-863,22,331-863PL2,20,0.984375,1.0,1.0,1,32
331-863,23,331-863PL1,22,1.0,1.0,0.9696969696969697,0,32
331-863,23,331-863PL2,22,1.0,1.0,1.0,0,32
331-863,24,331-863PL1,23,1.0,1.0,1.0,0,32
331-863,24,331-863PL2,23,1.0,1.0,1.0,0,32
331-863,25,331-863PL1,24,1.0,1.0,1.0,0,32
331-863,25,331-863PL2,24,1.0,1.0,1.0,0,32
331-863,30,331-863PL1,25,1.0,1.0,1.0,0,32
331-863,30,331-863PL2,25,1.0,1.0,1.0,0,32
331-863,31,331-863PL1,30,0.984375,0.9696969696969697,0.9696969696969697,1,33
331-863,31,331-863PL2,30,0.984375,1.0,1.0,1,32
331-863,33,331-863PL1,31,1.0,1.0,0.9696969696969697,0,32
331-863,33,331-863PL2,31,1.0,1.0,1.0,0,32
331-863,34,331-863PL1,33,1.0,1.0,1.0,0,32
331-863,34,331-863PL2,33,1.0,1.0,1.0,0,32
331-863,39,331-863PL1,34,1.0,1.0,1.0,0,32
331-863,39,331-863PL2,34,1.0,1.0,1.0,0,32
331-863,42,331-863PL1,39,1.0,1.0,1.0,0,32
331-863,42,331-863PL2,39,1.0,1.0,1.0,0,32
331-863,44,331-863PL1,42,1.0,1.0,1.0,0,32
331-863,44,331-863PL2,42,1.0,1.0,1.0,0,32
331-863,45,331-863PL1,44,1.0,1.0,1.0,0,32
331-863,45,331-863PL2,44,1.0,1.0,1.0,0,32
331-863,46,331-863PL1,45,1.0,1.0,1.0,0,32
331-863,46,331-863PL2,45,1.0,1.0,1.0,0,32
331-863,49,331-863PL1,46,1.0,1.0,1.0,0,32
331-863,49,331-863PL2,46,1.0,1.0,1.0,0,32
331-863,50,331-863PL1,49,1.0,1.0,1.0,0,32
331-863,50,331-863PL2,49,1.0,1.0,1.0,0,32
331-863,52,331-863PL1,50,1.0,1.0,1.0,0,32
331-863,52,331-863PL2,50,1.0,1.0,1.0,0,32
331-863,55,331-863PL1,52,0.984375,1.0,1.0,1,32
331-863,55,331-863PL2,52,0.984375,0.9696969696969697,0.9696969696969697,1,33
331-863,57,331-863PL1,55,1.0,1.0,1.0,0,32
331-863,57,331-863PL2,55,1.0,1.0,0.9696969696969697,0,32
331-863,58,331-863PL1,57,1.0,1.0,1.0,0,32
331-863,58,331-863PL2,57,1.0,1.0,1.0,0,32
331-863,60,331-863PL1,58,1.0,1.0,1.0,0,32
331-863,60,331-863PL2,58,1.0,1.0,1.0,0,32
352-425,2,352-425PL1,,0.453125,0.453125,,20,29
352-425,2,352-425PL2,,0.453125,0.625,,20,40
352-425,3,352-425PL1,2,0.53125,0.5625,0.41304347826086957,27,36
352-425,3,352-425PL2,2,0.53125,0.8125,0.559322033898305,27,52
352-425,4,352-425PL1,3,0.734375,1.0,0.5625,17,64
352-425,4,352-425PL2,3,0.734375,0.36363636363636365,0.2545454545454545,17,17
352-425,6,352-425PL1,4,1.0,1.0,0.0,0,0
352-425,6,352-425PL2,4,1.0,1.0,0.265625,0,64
352-425,7,352-425PL1,6,0.96875,1.0,0.0,2,64
352-425,7,352-425PL2,6,0.96875,0.07142857142857142,0.03125,2,2
352-425,10,352-425PL1,7,0.953125,1.0,1.0,3,64
352-425,10,352-425PL2,7,0.953125,0.06060606060606061,0.0,3,3
352-425,11,352-425PL1,10,1.0,1.0,1.0,0,64
352-425,11,352-425PL2,10,1.0,1.0,0.0,0,0
352-425,12,352-425PL1,11,1.0,1.0,1.0,0,64
352-425,12,352-425PL2,11,1.0,1.0,1.0,0,0
352-425,15,352-425PL1,12,1.0,1.0,1.0,0,64
352-425,15,352-425PL2,12,1.0,1.0,1.0,0,0
352-425,18,352-425PL1,15,1.0,1.0,1.0,0,64
352-425,18,352-425PL2,15,1.0,1.0,1.0,0,0
352-425,20,352-425PL1,18,1.0,1.0,1.0,0,64
352-425,20,352-425PL2,18,1.0,1.0,1.0,0,0
352-425,21,352-425PL1,20,1.0,1.0,1.0,0,64
352-425,21,352-425PL2,20,1.0,1.0,1.0,0,0
352-425,25,352-425PL1,21,1.0,1.0,1.0,0,64
352-425,25,352-425PL2,21,1.0,1.0,1.0,0,0
352-425,26,352-425PL1,25,1.0,1.0,1.0,0,64
352-425,26,352-425PL2,25,1.0,1.0,1.0,0,0
352-425,27,352-425PL1,26,1.0,1.0,1.0,0,64
352-425,27,352-425PL2,26,1.0,1.0,1.0,0,0
352-425,33,352-425PL1,27,1.0,1.0,1.0,0,64
352-425,33,352-425PL2,27,1.0,1.0,1.0,0,0
352-425,34,352-425PL1,33,1.0,1.0,1.0,0,64
352-425,34,352-425PL2,33,1.0,1.0,1.0,0,0
352-425,35,352-425PL1,34,1.0,1.0,1.0,0,64
352-425,35,352-425PL2,34,1.0,1.0,1.0,0,0
352-425,36,352-425PL1,35,1.0,1.0,1.0,0,64
352-425,36,352-425PL2,35,1.0,1.0,1.0,0,0
352-425,37,352-425PL1,36,1.0,1.0,1.0,0,64
352-425,37,352-425PL2,36,1.0,1.0,1.0,0,0
352-425,38,352-425PL1,37,1.0,1.0,1.0,0,64
352-425,38,352-425PL2,37,1.0,1.0,1.0,0,0
352-425,41,352-425PL1,38,1.0,1.0,1.0,0,64
352-425,41,352-425PL2,38,1.0,1.0,1.0,0,0
352-425,42,352-425PL1,41,1.0,1.0,1.0,0,64
352-425,42,352-425PL2,41,1.0,1.0,1.0,0,0
352-425,48,352-425PL1,42,1.0,1.0,1.0,0,64
352-425,48,352-425PL2,42,1.0,1.0,1.0,0,0
352-425,49,352-425PL1,48,1.0,1.0,1.0,0,64
352-425,49,352-425PL2,48,1.0,1.0,1.0,0,0
352-425,50,352-425PL1,49,1.0,1.0,1.0,0,64
352-425,50,352-425PL2,49,1.0,1.0,1.0,0,0
352-425,54,352-425PL1,50,1.0,1.0,1.0,0,64
352-425,54,352-425PL2,50,1.0,1.0,1.0,0,0
352-425,55,352-425PL1,54,1.0,1.0,1.0,0,64
352-425,55,352-425PL2,54,1.0,1.0,1.0,0,0
352-425,56,352-425PL1,55,1.0,1.0,1.0,0,64
352-425,56,352-425PL2,55,1.0,1.0,1.0,0,0
352-425,57,352-425PL1,56,1.0,1.0,1.0,0,64
352-425,57,352-425PL2,56,1.0,1.0,1.0,0,0
352-425,58,352-425PL1,57,1.0,1.0,1.0,0,64
352-425,58,352-425PL2,57,1.0,1.0,1.0,0,0
352-425,60,352-425PL1,58,1.0,1.0,1.0,0,64
352-425,60,352-425PL2,58,1.0,1.0,1.0,0,0
354-344,1,354-344PL1,,0.28125,0.6875,,44,44
354-344,1,354-344PL2,,0.28125,0.96875,,44,62
354-344,3,354-344PL1,1,0.453125,0.765625,0.576271186440678,35,49
354-344,3,354-344PL2,1,0.453125,0.78125,0.75,35,50
354-344,5,354-344PL1,3,0.453125,0.53125,0.38333333333333336,31,34
354-344,5,354-344PL2,3,0.453125,0.890625,0.7258064516129032,31,57
354-344,6,354-344PL1,5,0.46875,0.3902439024390244,0.1956521739130435,16,21
354-344,6,354-344PL2,5,0.46875,0.640625,0.5555555555555556,16,41
354-344,7,354-344PL1,6,0.421875,0.75,0.38,28,48
354-344,7,354-344PL2,6,0.421875,0.546875,0.49019607843137253,28,35
354-344,9,354-344PL1,7,0.484375,0.703125,0.631578947368421,33,45
354-344,9,354-344PL2,7,0.484375,0.8125,0.4262295081967213,33,52
354-344,10,354-344PL1,9,0.5,0.625,0.6037735849056604,23,40
354-344,10,354-344PL2,9,0.5,0.59375,0.6071428571428571,23,38
354-344,12,354-344PL1,10,0.28125,1.0,0.625,46,64
354-344,12,354-344PL2,10,0.28125,0.71875,0.47368421052631576,46,46
354-344,15,354-344PL1,12,0.40625,0.796875,0.796875,37,51
354-344,15,354-344PL2,12,0.40625,0.765625,0.5573770491803278,37,49
354-344,16,354-344PL1,15,0.40625,0.796875,0.6451612903225806,33,51
354-344,16,354-344PL2,15,0.40625,0.640625,0.5789473684210527,33,41
354-344,20,354-344PL1,16,0.75,0.7111111111111111,0.5238095238095238,16,45
354-344,20,354-344PL2,16,0.75,0.717948717948718,0.4074074074074074,16,35
354-344,23,354-344PL1,20,0.71875,0.71875,0.6851851851851852,16,46
354-344,23,354-344PL2,20,0.71875,0.6,0.4888888888888889,16,32
354-344,25,354-344PL1,23,0.890625,0.8421052631578947,0.6153846153846154,7,38
354-344,25,354-344PL2,23,0.890625,0.9696969696969697,0.5116279069767442,7,33
354-344,27,354-344PL1,25,0.71875,0.7317073170731707,0.7111111111111111,13,39
354-344,27,354-344PL2,25,0.71875,0.515625,0.5,13,33
354-344,32,354-344PL1,27,0.875,0.8648648648648649,0.7674418604651163,8,37
354-344,32,354-344PL2,27,0.875,0.9142857142857143,0.5111111111111111,8,35
354-344,33,354-344PL1,32,0.890625,0.8421052631578947,0.7857142857142857,7,38
354-344,33,354-344PL2,32,0.890625,0.8571428571428571,0.7894736842105263,7,33
354-344,34,354-344PL1,33,0.90625,0.9142857142857143,0.8717948717948718,6,35
354-344,34,354-344PL2,33,0.90625,0.9142857142857143,0.8378378378378378,6,35
354-344,36,354-344PL1,34,0.765625,0.8787878787878788,0.8055555555555556,5,30
354-344,36,354-344PL2,34,0.765625,0.6944444444444444,0.6410256410256411,5,29
354-344,38,354-344PL1,36,0.796875,0.7441860465116279,0.6976744186046512,11,43
354-344,38,354-344PL2,36,0.796875,0.631578947368421,0.475,11,30
354-344,39,354-344PL1,38,0.921875,0.8421052631578947,0.723404255319149,5,38
354-344,39,354-344PL2,38,0.921875,0.9090909090909091,0.6486486486486487,5,31
354-344,41,354-344PL1,39,0.90625,0.8648648648648649,0.9230769230769231,6,37
354-344,41,354-344PL2,39,0.90625,0.9117647058823529,0.8823529411764706,6,33
354-344,44,354-344PL1,41,0.734375,0.8571428571428571,0.75,6,33
354-344,44,354-344PL2,41,0.734375,0.5675675675675675,0.5945945945945946,6,26
354-344,45,354-344PL1,44,0.9375,0.8888888888888888,0.7692307692307693,4,36
354-344,45,354-344PL2,44,0.9375,0.9393939393939394,0.5675675675675675,4,32
