Is_there,Group,accuracy_mean,score_mean,joint_mean,n_rounds
Unicorn_Absent,AXIAL,0.9770867430441899,21.78887070376432,8.168576104746318,611
Unicorn_Absent,MIXED,0.8997050147492626,9.188790560471977,13.182890855457227,339
Unicorn_Present,AXIAL,0.9363327674023769,24.429541595925297,2.191850594227504,589
Unicorn_Present,MIXED,0.6876640419947506,-6.141732283464567,5.3858267716535435,381
