Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y
948-444,20,948-444PL1,Absent,17711,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13,12,14,11,0,0,0,0,17,16,15,10,0,0,0,0,18,19,20,9,0,0,0,0,23,22,21,8,0,0,0,0,24,25,26,7,0,0,0,0,28,32,33,6,0,0,0,0,29,30,27,5,0,0,0,0,1,2,3,4,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,20,948-444PL2,Absent,18912,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,21,948-444PL1,Present,13427,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,0,0,18,13,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,4,3
948-444,21,948-444PL2,Present,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,16,15,14,13,0,0,0,0,5,10,11,12,0,0,0,0,9,6,7,8,0,0,0,0,3,4,2,1,32,0,Unicorn_Present,4,3
948-444,22,948-444PL1,Present,13957,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,20,19,0,0,0,0,24,23,21,22,0,0,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,2
948-444,22,948-444PL2,Present,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,3,4,2,1,32,0,Unicorn_Present,7,2
948-444,23,948-444PL1,Present,12100,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,0,0,0,0,7,8,6,5,0,0,0,0,9,11,10,12,0,0,0,0,18,15,14,13,0,0,0,0,17,19,20,21,0,0,0,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,3,5
948-444,23,948-444PL2,Present,14064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,3,5
948-444,24,948-444PL1,Absent,18092,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,7,0,0,0,0,23,22,5,6,0,0,0,0,24,21,20,37,0,0,0,0,26,27,19,9,0,0,0,0,25,28,18,10,0,0,0,0,30,29,17,11,0,0,0,0,31,32,16,13,0,0,0,0,34,36,15,14,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,24,948-444PL2,Absent,18037,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,14,15,16,9,0,0,0,0,13,12,10,11,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,25,948-444PL1,Absent,16029,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,22,21,19,0,0,0,0,25,27,28,20,0,0,0,0,24,30,29,18,0,0,0,0,33,31,32,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,25,948-444PL2,Absent,16800,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,1,2,32,0,Unicorn_Absent,-1,-1
948-444,26,948-444PL1,Absent,16749,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,4,5,0,0,0,0,10,8,7,6,0,0,0,0,11,13,15,16,0,0,0,0,22,21,20,19,0,0,0,0,23,24,25,18,0,0,0,0,29,28,26,27,0,0,0,0,30,31,32,33,0,0,0,0,36,37,35,34,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,26,948-444PL2,Absent,16800,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,27,948-444PL1,Absent,16947,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,7,0,0,0,0,6,5,4,8,0,0,0,0,22,21,20,9,0,0,0,0,24,25,19,10,0,0,0,0,27,26,18,11,0,0,0,0,29,30,17,12,0,0,0,0,32,31,16,13,0,0,0,0,34,33,15,14,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,27,948-444PL2,Absent,17327,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,33,30,31,32,0,0,0,0,29,28,27,26,0,0,0,0,22,23,24,25,0,0,0,0,21,20,19,18,0,0,0,0,14,15,16,17,0,0,0,0,13,12,11,10,0,0,0,0,6,7,8,9,0,0,0,0,5,4,2,3,32,0,Unicorn_Absent,-1,-1
948-444,28,948-444PL2,Present,12489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,0,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,6,2
948-444,28,948-444PL1,Present,13468,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,17,16,15,13,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,28,27,29,0,0,0,0,33,32,31,30,0,0,0,0,32,0,Unicorn_Present,6,2
948-444,29,948-444PL1,Present,10831,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,10,11,12,13,0,0,0,0,16,9,15,14,0,0,0,0,17,18,19,20,0,0,0,0,0,22,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,4
948-444,29,948-444PL2,Present,9063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,7,4
948-444,30,948-444PL1,Absent,16284,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,35,8,6,32,0,0,0,0,38,9,34,33,0,0,0,0,37,10,11,31,0,0,0,0,36,27,13,30,0,0,0,0,25,26,15,28,0,0,0,0,24,21,20,17,0,0,0,0,23,22,19,18,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,30,948-444PL2,Absent,16574,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,31,948-444PL2,Present,4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,4,2,3,1,32,0,Unicorn_Present,5,6
948-444,31,948-444PL1,Present,6508,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,8,9,6,7,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,5,6
948-444,32,948-444PL1,Present,4783,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,0
948-444,32,948-444PL2,Present,6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,0,0
948-444,33,948-444PL2,Present,10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,18,17,15,16,0,0,0,0,10,11,12,13,0,0,0,0,5,6,7,8,0,0,0,0,4,9,2,1,32,0,Unicorn_Present,2,3
948-444,33,948-444PL1,Present,8211,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,0,0,0,9,8,6,7,0,0,0,0,10,11,12,5,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,3
948-444,34,948-444PL1,Absent,16288,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,4,3,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,13,0,0,0,0,17,16,15,22,0,0,0,0,18,19,20,21,0,0,0,0,26,24,25,23,0,0,0,0,27,29,28,31,0,0,0,0,35,34,32,33,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,34,948-444PL2,Absent,16860,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,33,32,31,30,0,0,0,0,26,27,28,29,0,0,0,0,25,24,23,22,0,0,0,0,18,19,20,21,0,0,0,0,17,16,15,14,0,0,0,0,10,11,12,13,0,0,0,0,9,8,7,6,0,0,0,0,4,3,2,5,32,0,Unicorn_Absent,-1,-1
948-444,35,948-444PL1,Present,13386,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,4,0,0,0,0,0,9,8,6,5,0,0,0,0,10,11,0,0,0,0,0,0,13,12,32,31,0,0,0,0,15,16,29,30,0,0,0,0,14,17,28,24,0,0,0,0,19,18,27,26,0,0,0,0,20,21,22,23,0,0,0,0,32,0,Unicorn_Present,3,3
948-444,35,948-444PL2,Present,16431,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,3,3
948-444,36,948-444PL2,Present,13915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,22,24,25,0,0,0,0,20,17,18,19,0,0,0,0,15,16,13,14,0,0,0,0,11,10,12,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,7,2
948-444,36,948-444PL1,Present,15120,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,14,8,13,9,0,0,0,0,15,16,11,12,0,0,0,0,25,17,18,20,0,0,0,0,26,27,28,29,0,0,0,0,37,24,23,21,0,0,0,0,35,36,22,30,0,0,0,0,34,33,32,31,0,0,0,0,32,0,Unicorn_Present,7,2
948-444,37,948-444PL2,Absent,21474,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,37,948-444PL1,Absent,19205,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,9,10,6,7,0,0,0,0,12,11,8,5,0,0,0,0,13,14,15,16,0,0,0,0,21,20,18,17,0,0,0,0,22,23,24,25,0,0,0,0,29,28,27,26,0,0,0,0,30,31,32,33,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,38,948-444PL1,Present,5526,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,1,1
948-444,38,948-444PL2,Present,7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,1,1
948-444,39,948-444PL1,Absent,17314,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,9,8,7,6,0,0,0,0,10,11,12,5,0,0,0,0,16,15,13,14,0,0,0,0,17,18,19,20,0,0,0,0,25,24,23,21,0,0,0,0,26,22,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,39,948-444PL2,Absent,16936,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,40,948-444PL1,Absent,18073,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,5,0,0,0,0,9,8,7,6,0,0,0,0,10,11,33,34,0,0,0,0,13,12,32,31,0,0,0,0,14,15,29,30,0,0,0,0,22,16,23,24,0,0,0,0,18,19,26,25,0,0,0,0,21,20,28,27,0,0,0,0,30,2,Unicorn_Absent,-1,-1
948-444,40,948-444PL2,Absent,18103,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,32,33,34,35,0,0,0,0,31,30,29,28,0,0,0,0,24,25,26,27,0,0,0,0,23,22,21,19,0,0,0,0,15,16,17,20,0,0,0,0,14,13,12,11,0,0,0,6,7,8,9,10,0,0,0,5,4,3,2,1,30,2,Unicorn_Absent,-1,-1
948-444,41,948-444PL1,Present,15499,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,13,14,0,0,0,0,17,18,19,20,0,0,0,0,32,23,22,21,0,0,0,0,31,24,25,28,0,0,0,0,30,29,26,27,0,0,0,0,32,0,Unicorn_Present,7,2
948-444,41,948-444PL2,Present,14344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,24,0,0,0,0,17,20,18,19,0,0,0,0,16,15,14,13,0,0,0,0,9,10,11,12,0,0,0,0,8,7,5,6,0,0,0,0,3,2,4,1,32,0,Unicorn_Present,7,2
948-444,42,948-444PL1,Absent,17282,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,5,0,0,0,0,35,20,6,7,0,0,0,0,33,21,19,8,0,0,0,0,34,22,18,9,0,0,0,0,31,23,17,10,0,0,0,0,32,26,16,11,0,0,0,0,30,25,15,12,0,0,0,0,28,27,14,13,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,42,948-444PL2,Absent,17494,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,3,4,2,1,32,0,Unicorn_Absent,-1,-1
